product success mcic calc_mcic percent game_percent offer puo cop co co1 co2 mid fo
equ 1 47 47 17.2 17 524042 93.178 1.246 652013 652000 600767 2 1
ore 1 67 67 18.3 18 159482 26.650 1.358 216337 216000 188296 1 1
org 1 57 57 18.3 18 314397 52.538 1.302 408873 408000 361764 1 1
equ 1 47 47 18.3 18 560243 93.622 1.246 697054 697000 628816 1 1
ore 1 67 67 19.8 19 174057 26.884 1.358 236108 236000 211524 2 1
org 1 57 57 19.8 19 342749 52.941 1.302 445745 445000 375802 0 1
equ 1 47 47 19.8 19 610029 94.226 1.246 758998 758000 656891 0 1
ore 1 67 67 20.3 20 178986 26.962 1.358 242794 242000 217169 2 1
org 1 57 57 20.3 20 352326 53.076 1.302 458199 458000 405704 1 1
equ 1 47 47 20.3 20 626927 94.429 1.246 780022 780000 675228 0 1
ore 1 67 67 21.2 21 187888 27.103 1.358 254870 254000 227951 2 1
org 1 57 57 21.2 21 369606 53.317 1.302 480672 480000 425427 1 1
equ 1 47 47 21.2 21 657099 94.791 1.246 817562 817000 753034 2 1
ore 1 67 67 22.1 22 196872 27.243 1.358 267056 267000 232580 1 1
org 1 57 57 22.1 22 387028 53.559 1.302 503329 503000 445622 1 1
equ 1 47 47 22.1 22 687587 95.153 1.246 855495 855000 740496 0 1
ore 1 67 67 23.3 23 209010 27.431 1.358 283522 283000 246745 1 1
org 1 57 57 23.3 23 410538 53.882 1.302 533904 533000 484335 2 1
equ 1 47 47 23.3 23 728674 95.638 1.246 906616 906000 784731 0 1
ore 1 67 67 24.4 24 220227 27.603 1.358 298737 298000 267330 2 1
org 1 57 57 24.4 24 432236 54.177 1.302 562122 562000 474043 0 1
equ 1 47 47 24.4 24 766539 96.080 1.246 953727 953000 860119 1 1
ore 1 67 67 25.7 25 233666 27.806 1.358 316967 316000 275702 1 1
org 1 57 57 25.7 25 458197 54.526 1.302 595885 595000 527379 1 1
equ 1 47 47 25.7 25 811776 96.604 1.246 1010011 1010000 911161 1 1
ore 1 67 67 26.6 26 243095 27.947 1.358 329758 329000 271523 0 1
org 1 57 57 26.6 26 476391 54.769 1.302 619546 619000 548462 1 1
equ 1 47 47 26.6 26 843438 96.968 1.246 1049405 1040000 962250 2 1
ore 1 67 67 27.2 27 249406 28.041 1.358 338319 338000 278648 0 1
org 1 57 57 27.2 27 488559 54.930 1.302 635370 635000 535778 0 1
equ 1 47 47 27.2 27 864593 97.209 1.246 1075726 1070000 968303 1 1
ore 1 67 67 28.1 28 258941 28.181 1.358 351253 351000 305842 1 1
org 1 57 57 28.1 28 506929 55.171 1.302 659261 659000 598481 2 1
equ 1 47 47 28.1 28 896503 97.572 1.246 1115429 1110000 1004230 1 1
ore 1 67 67 29.5 29 273960 28.400 1.358 371626 371000 306035 0 1
org 1 57 57 29.5 29 535829 55.548 1.302 696845 696000 587550 0 1
equ 1 47 47 29.5 29 946638 98.136 1.246 1177807 1170000 1059613 1 1
ore 1 67 67 30.1 30 280449 28.494 1.358 380429 380000 331185 1 1
org 1 57 57 30.1 30 548302 55.709 1.302 713066 713000 631464 1 1
equ 1 47 47 30.1 30 968251 98.378 1.246 1204697 1200000 1042185 0 1
ore 1 67 67 31.4 31 294645 28.697 1.358 399685 399000 357818 2 1
org 1 57 57 31.4 31 575565 56.058 1.302 748522 748000 679400 2 1
equ 1 47 47 31.4 31 1015442 98.902 1.246 1263412 1260000 1093197 0 1
ore 1 67 67 32.6 32 307925 28.885 1.358 417700 417000 343977 0 1
org 1 57 57 32.6 32 601040 56.381 1.302 781652 781000 659101 0 1
equ 1 47 47 32.6 32 1059475 99.386 1.246 1318198 1310000 1139939 0 1
ore 1 67 67 33.4 33 316827 29.009 1.358 429775 429000 384736 2 1
org 1 57 57 33.4 33 618099 56.596 1.302 803837 803000 711560 1 1
equ 1 47 47 33.4 33 1088930 99.708 1.246 1354846 1350000 1245959 2 1
ore 1 67 67 34.3 34 326966 29.150 1.358 443529 443000 397184 2 1
org 1 57 57 34.3 34 637514 56.838 1.302 829086 829000 752770 2 1
equ 1 47 47 34.3 34 1122423 100.072 1.246 1396518 1390000 1283524 2 1
ore 1 67 67 35.2 35 337154 29.291 1.358 457349 457000 398213 1 1
org 1 57 57 35.2 35 657006 57.080 1.302 854436 854000 775616 2 1
equ 1 47 47 35.2 35 1156016 100.434 1.246 1438315 1430000 1294434 1 1
ore 1 67 67 36.3 36 349742 29.463 1.358 474425 474000 424923 2 1
org 1 57 57 36.3 36 681068 57.376 1.302 885728 885000 784124 1 1
equ 1 47 47 36.3 36 1197441 100.878 1.246 1489856 1480000 1367864 2 1
ore 1 67 67 37.6 37 364761 29.666 1.358 494798 494000 430656 1 1
org 1 57 57 37.6 37 709748 57.725 1.302 923027 923000 778424 0 1
equ 1 47 47 37.6 37 1246756 101.402 1.246 1551213 1550000 1428706 2 1
ore 1 67 67 38.2 38 371746 29.760 1.358 504273 504000 451748 2 1
org 1 57 57 38.2 38 723074 57.886 1.302 940357 940000 853669 2 1
equ 1 47 47 38.2 38 1269650 101.644 1.246 1579698 1570000 1450722 2 1
ore 1 67 67 39.4 39 385826 29.947 1.358 523372 523000 468812 2 1
org 1 57 57 39.4 39 749917 58.208 1.302 975267 975000 863593 1 1
equ 1 47 47 39.4 39 1315720 102.127 1.246 1637018 1630000 1474179 1 1
ore 1 67 67 40.4 40 397683 30.103 1.358 539456 539000 469686 1 1
org 1 57 57 40.4 40 772502 58.477 1.302 1004638 1000000 909893 2 1
equ 1 47 47 40.4 40 1354441 102.530 1.246 1685195 1680000 1518327 1 1
ore 1 67 67 41.6 41 412070 30.291 1.358 558972 558000 460311 0 1
org 1 57 57 41.6 41 799877 58.800 1.302 1040240 1040000 944422 2 1
equ 1 47 47 41.6 41 1401327 103.015 1.246 1743531 1740000 1508796 0 1
ore 1 67 67 42.3 42 420520 30.400 1.358 570435 570000 469839 0 1
org 1 57 57 42.3 42 815946 58.988 1.302 1061137 1060000 894730 0 1
equ 1 47 47 42.3 42 1428822 103.297 1.246 1777740 1770000 1634179 2 1
ore 1 67 67 43.9 43 440009 30.650 1.358 596872 596000 519534 1 1
org 1 57 57 43.9 43 852968 59.418 1.302 1109284 1100000 1002579 2 1
equ 1 47 47 43.9 43 1492103 103.942 1.246 1856474 1850000 1606148 0 1
ore 1 67 67 44.2 44 443689 30.697 1.358 601864 601000 538902 2 1
org 1 57 57 44.2 44 859956 59.499 1.302 1118372 1110000 987247 1 1
equ 1 47 47 44.2 44 1504035 104.062 1.246 1871320 1870000 1723604 2 1
ore 1 67 67 45.9 45 464746 30.963 1.358 630427 630000 548932 1 1
org 1 57 57 45.9 45 899896 59.956 1.302 1170314 1170000 986928 0 1
equ 1 47 47 45.9 45 1572182 104.748 1.246 1956108 1950000 1799343 2 1
ore 1 67 67 46.7 46 474733 31.088 1.358 643975 643000 530335 0 1
org 1 57 57 46.7 46 918821 60.170 1.302 1194926 1190000 1082528 2 1
equ 1 47 47 46.7 46 1604435 105.070 1.246 1996238 1990000 1836253 2 1
ore 1 67 67 47.6 47 486098 31.229 1.358 659391 659000 543125 0 1
org 1 57 57 47.6 47 940345 60.413 1.302 1222918 1220000 1081907 1 1
equ 1 47 47 47.6 47 1641091 105.433 1.246 2041845 2040000 1841331 1 1
ore 1 67 67 48.2 48 493696 31.322 1.358 669698 669000 599773 2 1
org 1 57 57 48.2 48 954725 60.574 1.302 1241619 1240000 1126586 2 1
equ 1 47 47 48.2 48 1665565 105.675 1.246 2072295 2070000 1793571 0 1
ore 1 67 67 49.4 49 509001 31.510 1.358 690459 690000 601208 1 1
org 1 57 57 49.4 49 983675 60.896 1.302 1279269 1270000 1156934 2 1
equ 1 47 47 49.4 49 1714796 106.158 1.246 2133549 2130000 1923421 1 1
ore 1 67 67 50.3 50 520616 31.651 1.358 706215 706000 632742 2 1
org 1 57 57 50.3 50 1005627 61.138 1.302 1307817 1300000 1101754 0 1
equ 1 47 47 50.3 50 1752095 106.522 1.246 2179956 2170000 1885678 0 1
ore 1 67 67 51.7 51 538773 31.869 1.358 730845 730000 601915 0 1
org 1 57 57 51.7 51 1039918 61.514 1.302 1352413 1350000 1140183 0 1
equ 1 47 47 51.7 51 1810300 107.085 1.246 2252375 2250000 2074188 2 1
ore 1 67 67 52.9 52 554547 32.057 1.358 752243 752000 619637 0 1
org 1 57 57 52.9 52 1069681 61.837 1.302 1391120 1390000 1262581 2 1
equ 1 47 47 52.9 52 1860765 107.570 1.246 2315163 2310000 2003400 0 1
ore 1 67 67 53.9 53 567784 32.213 1.358 770198 770000 690085 2 1
org 1 57 57 53.9 53 1094638 62.106 1.302 1423576 1420000 1290822 2 1
equ 1 47 47 53.9 53 1903046 107.973 1.246 2367769 2360000 2048570 0 1
ore 1 67 67 54.7 54 578423 32.338 1.358 784630 784000 702799 2 1
org 1 57 57 54.7 54 1114685 62.320 1.302 1449647 1440000 1280138 1 1
equ 1 47 47 54.7 54 1937113 108.296 1.246 2410155 2410000 2174230 1 1
ore 1 67 67 55.3 55 586497 32.432 1.358 795583 795000 692720 1 1
org 1 57 57 55.3 55 1129890 62.482 1.302 1469421 1460000 1329519 2 1
equ 1 47 47 55.3 55 1962708 108.537 1.246 2442001 2440000 2113648 0 1
ore 1 67 67 56.6 56 604040 32.635 1.358 819380 819000 713525 1 1
org 1 57 57 56.6 56 1162911 62.831 1.302 1512365 1510000 1372051 2 1
equ 1 47 47 56.6 56 2018534 109.061 1.246 2511460 2510000 2173853 0 1
ore 1 67 67 57.7 57 618994 32.807 1.358 839665 839000 752100 2 1
org 1 57 57 57.7 57 1191035 63.126 1.302 1548941 1540000 1401961 2 1
equ 1 47 47 57.7 57 2066038 109.504 1.246 2570564 2570000 2368274 2 1
ore 1 67 67 58.2 58 625866 32.885 1.358 848987 848000 739079 1 1
org 1 57 57 58.2 58 1203953 63.261 1.302 1565740 1560000 1418821 2 1
equ 1 47 47 58.2 58 2087844 109.706 1.246 2597695 2590000 2340587 1 1
ore 1 67 67 59.1 59 638250 33.026 1.358 865786 865000 713086 0 1
org 1 57 57 59.1 59 1227221 63.503 1.302 1596000 1590000 1411134 1 1
equ 1 47 47 59.1 59 2127102 110.068 1.246 2646540 2640000 2435301 2 1
ore 1 67 67 60.2 60 653527 33.198 1.358 886509 886000 771944 1 1
org 1 57 57 60.2 60 1255907 63.799 1.302 1633307 1630000 1481392 2 1
equ 1 47 47 60.2 60 2175464 110.512 1.246 2706712 2700000 2490659 2 1
ore 1 67 67 61.3 61 668927 33.370 1.358 907399 907000 747427 0 1
org 1 57 57 61.3 61 1284806 64.095 1.302 1670890 1670000 1479397 1 1
equ 1 47 47 61.3 61 2224145 110.956 1.246 2767281 2760000 2546182 2 1
ore 1 67 67 62.7 62 688655 33.588 1.358 934160 934000 769510 0 1
org 1 57 57 62.7 62 1321799 64.470 1.302 1718999 1710000 1448343 0 1
equ 1 47 47 62.7 62 2286403 111.519 1.246 2844742 2840000 2461895 0 1
ore 1 67 67 63.8 63 704337 33.760 1.358 955433 955000 786991 0 1
org 1 57 57 63.8 63 1351181 64.766 1.302 1757210 1750000 1480837 0 1
equ 1 47 47 63.8 63 2335809 111.963 1.246 2906213 2900000 2619468 1 1
ore 1 67 67 64.8 64 718688 33.916 1.358 974900 974000 848782 1 1
org 1 57 57 64.8 64 1378055 65.035 1.302 1792160 1790000 1626208 2 1
equ 1 47 47 64.8 64 2380963 112.366 1.246 2962394 2960000 2564075 0 1
ore 1 67 67 65.1 65 723009 33.963 1.358 980761 980000 853943 1 1
org 1 57 57 65.1 65 1386143 65.115 1.302 1802678 1800000 1635499 2 1
equ 1 47 47 65.1 65 2394547 112.487 1.246 2979295 2970000 2684244 1 1
ore 1 67 67 66.1 66 737494 34.120 1.358 1000410 1000000 824044 0 1
org 1 57 57 66.1 66 1413245 65.384 1.302 1837925 1830000 1624653 1 1
equ 1 47 47 66.1 66 2440043 112.890 1.246 3035901 3030000 2794381 2 1
ore 1 67 67 67.8 67 762356 34.385 1.358 1034135 1030000 924615 2 1
org 1 57 57 67.8 67 1459730 65.841 1.302 1898378 1890000 1599714 0 1
equ 1 47 47 67.8 67 2518007 113.576 1.246 3132904 3130000 2885255 2 1
ore 1 67 67 68.6 68 774174 34.511 1.358 1050167 1050000 914623 1 1
org 1 57 57 68.6 68 1481811 66.056 1.302 1927095 1920000 1746256 2 1
equ 1 47 47 68.6 68 2555010 113.899 1.246 3178943 3170000 2864483 1 1
ore 1 67 67 69.5 69 787514 34.651 1.358 1068262 1060000 878680 0 1
org 1 57 57 69.5 69 1506724 66.298 1.302 1959494 1950000 1731715 1 1
equ 1 47 47 69.5 69 2596733 114.261 1.246 3230855 3230000 2914350 1 1
ore 1 67 67 70.3 70 799471 34.776 1.358 1084482 1080000 942848 1 1
org 1 57 57 70.3 70 1529130 66.514 1.302 1988633 1980000 1675791 0 1
equ 1 47 47 70.3 70 2634095 114.584 1.246 3277341 3270000 2836008 0 1
ore 1 67 67 71.3 71 814487 34.933 1.358 1104851 1100000 960446 1 1
org 1 57 57 71.3 71 1557061 66.782 1.302 2024957 2020000 1836188 2 1
equ 1 47 47 71.3 71 2680963 114.987 1.246 3335654 3330000 3070699 2 1
ore 1 67 67 72.7 72 835644 35.151 1.358 1133551 1130000 933218 0 1
org 1 57 57 72.7 72 1596510 67.158 1.302 2076261 2070000 1750050 0 1
equ 1 47 47 72.7 72 2746906 115.551 1.246 3417700 3410000 3080343 1 1
ore 1 67 67 73.3 73 844826 35.245 1.358 1146006 1140000 943086 0 1
org 1 57 57 73.3 73 1613621 67.320 1.302 2098514 2090000 1901192 2 1
equ 1 47 47 73.3 73 2775490 115.793 1.246 3453264 3450000 2988876 0 1
ore 1 67 67 74.4 74 861653 35.417 1.358 1168832 1160000 1042946 2 1
org 1 57 57 74.4 74 1644967 67.615 1.302 2139279 2130000 1937824 2 1
equ 1 47 47 74.4 74 2827828 116.236 1.246 3518383 3510000 3044520 0 1
ore 1 67 67 75.3 75 875573 35.558 1.358 1187714 1180000 1031515 1 1
org 1 57 57 75.3 75 1670884 67.857 1.302 2172984 2170000 1832116 0 1
equ 1 47 47 75.3 75 2871072 116.600 1.246 3572187 3570000 3221779 1 1
ore 1 67 67 76.5 76 894198 35.745 1.358 1212979 1210000 1055347 1 1
org 1 57 57 76.5 76 1705544 68.179 1.302 2218059 2210000 1869362 0 1
equ 1 47 47 76.5 76 2928868 117.083 1.246 3644097 3640000 3355681 2 1
ore 1 67 67 77.5 77 909848 35.901 1.358 1234208 1230000 1103864 2 1
org 1 57 57 77.5 77 1734650 68.448 1.302 2255912 2250000 2045415 2 1
equ 1 47 47 77.5 77 2977371 117.486 1.246 3704445 3700000 3411112 2 1
ore 1 67 67 78.7 78 928743 36.089 1.358 1259839 1250000 1036244 0 1
org 1 57 57 78.7 78 1769773 68.770 1.302 2301589 2300000 1940786 0 1
equ 1 47 47 78.7 78 3035862 117.969 1.246 3777219 3770000 3268748 0 1
ore 1 67 67 79.8 79 946225 36.261 1.358 1283554 1280000 1056788 0 1
org 1 57 57 79.8 79 1802251 69.066 1.302 2343827 2340000 2074235 1 1
equ 1 47 47 79.8 79 3089912 118.413 1.246 3844468 3840000 3466555 1 1
ore 1 67 67 80.2 80 952617 36.323 1.358 1292224 1290000 1064142 0 1
org 1 57 57 80.2 80 1814123 69.174 1.302 2359266 2350000 1988266 0 1
equ 1 47 47 80.2 80 3109660 118.575 1.246 3869038 3860000 3560482 2 1
ore 1 67 67 81.9 81 979930 36.589 1.358 1329275 1320000 1186497 2 1
org 1 57 57 81.9 81 1864822 69.631 1.302 2425201 2420000 2199490 2 1
equ 1 47 47 81.9 81 3193944 119.260 1.246 3973905 3970000 3583537 1 1
ore 1 67 67 82.9 82 996131 36.745 1.358 1351251 1350000 1210243 2 1
org 1 57 57 82.9 82 1894877 69.900 1.302 2464287 2460000 2180738 1 1
equ 1 47 47 82.9 82 3243871 119.663 1.246 4036024 4030000 3638782 1 1
ore 1 67 67 83.2 83 1001007 36.792 1.358 1357866 1350000 1117311 0 1
org 1 57 57 83.2 83 1903919 69.980 1.302 2476046 2470000 2245232 2 1
equ 1 47 47 83.2 83 3258885 119.784 1.246 4054704 4050000 3509313 0 1
ore 1 67 67 84.1 84 1015688 36.933 1.358 1377780 1370000 1230718 2 1
org 1 57 57 84.1 84 1931139 70.222 1.302 2511446 2510000 2279682 2 1
equ 1 47 47 84.1 84 3304068 120.146 1.246 4110921 4110000 3558513 0 1
ore 1 67 67 85.2 85 1033777 37.105 1.358 1402318 1400000 1220514 1 1
org 1 57 57 85.2 85 1964662 70.518 1.302 2555042 2550000 2260823 1 1
equ 1 47 47 85.2 85 3359686 120.590 1.246 4180121 4180000 3618532 0 1
ore 1 67 67 86.5 86 1055293 37.308 1.358 1431504 1430000 1282032 2 1
org 1 57 57 86.5 86 2004607 70.868 1.302 2606991 2600000 2306091 1 1
equ 1 47 47 86.5 86 3425757 121.114 1.246 4262326 4260000 3926208 2 1
ore 1 67 67 87.1 87 1065273 37.401 1.358 1445042 1440000 1292374 2 1
org 1 57 57 87.1 87 2022991 71.028 1.302 2630899 2630000 2329580 1 1
equ 1 47 47 87.1 87 3456377 121.356 1.246 4300424 4300000 3879407 1 1
ore 1 67 67 88.1 88 1082006 37.558 1.358 1467741 1460000 1311353 2 1
org 1 57 57 88.1 88 2053960 71.297 1.302 2671174 2670000 2252535 0 1
equ 1 47 47 88.1 88 3507674 121.759 1.246 4364247 4360000 3935552 1 1
ore 1 67 67 89.5 89 1105614 37.777 1.358 1499765 1490000 1302519 1 1
org 1 57 57 89.5 89 2097631 71.673 1.302 2727969 2720000 2412855 1 1
equ 1 47 47 89.5 89 3579964 122.324 1.246 4454191 4450000 4102065 2 1
ore 1 67 67 90.3 90 1119209 37.902 1.358 1518207 1510000 1319181 1 1
org 1 57 57 90.3 90 2122768 71.889 1.302 2760659 2760000 2328081 0 1
equ 1 47 47 90.3 90 3621551 122.647 1.246 4505933 4500000 3899745 0 1
ore 1 67 67 91.5 91 1139672 38.089 1.358 1545965 1540000 1382350 2 1
org 1 57 57 91.5 91 2160588 72.211 1.302 2809844 2800000 2484652 1 1
equ 1 47 47 91.5 91 3684088 123.130 1.246 4583742 4580000 3967415 0 1
ore 1 67 67 92.9 92 1163767 38.308 1.358 1578649 1570000 1299061 0 1
org 1 57 57 92.9 92 2205096 72.587 1.302 2867727 2860000 2536717 1 1
equ 1 47 47 92.9 92 3757634 123.694 1.246 4675248 4670000 4215741 1 1
ore 1 67 67 93.9 93 1181093 38.464 1.358 1602152 1600000 1434623 2 1
org 1 57 57 93.9 93 2237085 72.856 1.302 2909329 2900000 2452148 0 1
equ 1 47 47 93.9 93 3810460 124.098 1.246 4740974 4740000 4367915 2 1
ore 1 67 67 94.7 94 1194995 38.589 1.358 1621010 1620000 1411494 1 1
org 1 57 57 94.7 94 2262743 73.070 1.302 2942697 2940000 2670634 2 1
equ 1 47 47 94.7 94 3852813 124.419 1.246 4793669 4790000 4415125 2 1
ore 1 67 67 95.1 95 1201997 38.652 1.358 1630508 1630000 1419962 1 1
org 1 57 57 95.1 95 2275664 73.178 1.302 2959501 2950000 2494432 0 1
equ 1 47 47 95.1 95 3874134 124.581 1.246 4820197 4820000 4172606 0 1
ore 1 67 67 96.2 96 1221324 38.824 1.358 1656726 1650000 1481221 2 1
org 1 57 57 96.2 96 2311316 73.474 1.302 3005866 3000000 2726401 2 1
equ 1 47 47 96.2 96 3932945 125.025 1.246 4893370 4890000 4413220 1 1
ore 1 67 67 97.6 97 1246092 39.043 1.358 1690323 1690000 1472129 1 1
org 1 57 57 97.6 97 2356981 73.850 1.302 3065253 3060000 2780632 2 1
equ 1 47 47 97.6 97 4008226 125.589 1.246 4987034 4980000 4316058 0 1
ore 1 67 67 98.3 98 1258551 39.152 1.358 1707224 1700000 1484195 1 1
org 1 57 57 98.3 98 2379943 74.039 1.302 3095115 3090000 2807817 2 1
equ 1 47 47 98.3 98 4046061 125.871 1.246 5034109 5030000 4539911 1 1
ore 1 67 67 99.9 99 1287193 39.402 1.358 1746077 1740000 1437396 0 1
org 1 57 57 99.9 99 2432708 74.468 1.302 3163736 3160000 2800380 1 1
equ 1 47 47 99.9 99 4132954 126.516 1.246 5142221 5140000 4451080 0 1
ore 1 67 67 100 100 1289009 39.418 1.358 1748540 1740000 1519674 1 1
org 1 57 57 100 100 2436052 74.496 1.302 3168085 3160000 2802578 1 1
equ 1 47 47 100 100 4138460 126.557 1.246 5149071 5140000 4641761 1 1
ore 1 68 68 0.7 0 5444 23.876 1.364 7417 7410 6634 2 1
org 1 58 58 0.7 0 10890 47.762 1.307 14216 14200 11962 0 1
equ 1 48 48 0.7 0 19709 86.441 1.252 24640 24600 22646 2 1
ore 1 68 68 1.1 1 8594 23.937 1.364 11709 11700 10474 2 1
org 1 58 58 1.1 1 17186 47.870 1.307 22436 22400 19826 1 1
equ 1 48 48 1.1 1 31092 86.606 1.252 38871 38800 35723 2 1
ore 1 68 68 2.1 2 16531 24.096 1.364 22523 22500 20141 2 1
org 1 58 58 2.1 2 33027 48.143 1.307 43116 43100 38121 1 1
equ 1 48 48 2.1 2 59695 87.017 1.252 74630 74600 67173 1 1
ore 1 68 68 3.9 3 31089 24.382 1.364 42358 42300 37877 2 1
org 1 58 58 3.9 3 62011 48.635 1.307 80955 80900 73394 2 1
equ 1 48 48 3.9 3 111893 87.758 1.252 139888 139000 120607 0 1
ore 1 68 68 4.4 4 35177 24.461 1.364 47928 47900 39380 0 1
org 1 58 58 4.4 4 70135 48.771 1.307 91561 91500 83008 2 1
equ 1 48 48 4.4 4 126493 87.963 1.252 158141 158000 142311 1 1
ore 1 68 68 5.1 5 40964 24.572 1.364 55813 55800 49940 2 1
org 1 58 58 5.1 5 81622 48.962 1.307 106557 106000 96363 2 1
equ 1 48 48 5.1 5 147117 88.251 1.252 183925 183000 158610 0 1
ore 1 68 68 6.3 6 51014 24.763 1.364 69506 69500 57116 0 1
org 1 58 58 6.3 6 101541 49.290 1.307 132561 132000 117008 1 1
equ 1 48 48 6.3 6 182818 88.745 1.252 228559 228000 197184 0 1
ore 1 68 68 7.2 7 58630 24.905 1.364 79883 79800 69424 1 1
org 1 58 58 7.2 7 116611 49.536 1.307 152235 152000 128084 0 1
equ 1 48 48 7.2 7 209780 89.115 1.252 262266 262000 226318 0 1
ore 1 68 68 8.6 8 70661 25.127 1.364 96275 96200 86117 2 1
org 1 58 58 8.6 8 140376 49.919 1.307 183260 183000 161956 1 1
equ 1 48 48 8.6 8 252216 89.691 1.252 315320 315000 283743 1 1
ore 1 68 68 9.5 9 78492 25.270 1.364 106945 106000 87730 0 1
org 1 58 58 9.5 9 155815 50.164 1.307 203416 203000 184278 2 1
equ 1 48 48 9.5 9 279734 90.061 1.252 349723 349000 301738 0 1
ore 1 68 68 10.1 10 83758 25.364 1.364 114120 114000 99178 1 1
org 1 58 58 10.1 10 166188 50.328 1.307 216958 216000 182445 0 1
equ 1 48 48 10.1 10 298200 90.307 1.252 372809 372000 342536 2 1
ore 1 68 68 11.2 11 93529 25.539 1.364 127433 127000 110632 1 1
org 1 58 58 11.2 11 185408 50.629 1.307 242050 242000 219502 2 1
equ 1 48 48 11.2 11 332369 90.760 1.252 415527 415000 358561 0 1
ore 1 68 68 12.3 12 103425 25.713 1.364 140916 140000 115652 0 1
org 1 58 58 12.3 12 204845 50.930 1.307 267425 267000 242326 2 1
equ 1 48 48 12.3 12 366864 91.213 1.252 458653 458000 421580 2 1
ore 1 68 68 13.6 13 115269 25.919 1.364 157054 157000 136535 1 1
org 1 58 58 13.6 13 228069 51.285 1.307 297744 297000 250464 0 1
equ 1 48 48 13.6 13 408008 91.748 1.252 510091 510000 459169 1 1
ore 1 68 68 14.5 14 123565 26.062 1.364 168357 168000 150480 2 1
org 1 58 58 14.5 14 244312 51.530 1.307 318949 318000 281683 1 1
equ 1 48 48 14.5 14 436735 92.117 1.252 546006 546000 471249 0 1
ore 1 68 68 15.3 15 131029 26.189 1.364 178527 178000 155023 1 1
org 1 58 58 15.3 15 258908 51.749 1.307 338004 338000 284462 0 1
equ 1 48 48 15.3 15 462518 92.447 1.252 578240 578000 499034 0 1
ore 1 68 68 16.9 16 146127 26.442 1.364 199098 199000 163594 0 1
org 1 58 58 16.9 16 288388 52.186 1.307 376490 376000 341209 2 1
equ 1 48 48 16.9 16 514504 93.105 1.252 643232 643000 578974 1 1
ore 1 68 68 17.5 17 151853 26.537 1.364 206899 206000 179547 1 1
org 1 58 58 17.5 17 299554 52.350 1.307 391067 391000 329110 0 1
equ 1 48 48 17.5 17 534163 93.351 1.252 667810 667000 576262 0 1
ore 1 68 68 18.5 18 161490 26.695 1.364 220030 220000 191302 1 1
org 1 58 58 18.5 18 318325 52.623 1.307 415573 415000 349654 0 1
equ 1 48 48 18.5 18 567177 93.762 1.252 709084 709000 611989 0 1
ore 1 68 68 19.6 19 172218 26.870 1.364 234647 234000 192717 0 1
org 1 58 58 19.6 19 339197 52.924 1.307 442821 442000 401200 2 1
equ 1 48 48 19.6 19 603834 94.215 1.252 754913 754000 651424 0 1
ore 1 68 68 20.3 20 179108 26.981 1.364 244034 244000 212170 1 1
org 1 58 58 20.3 20 352587 53.115 1.307 460302 460000 406927 1 1
equ 1 48 48 20.3 20 627321 94.503 1.252 784276 784000 705931 1 1
ore 1 68 68 21.8 21 194022 27.218 1.364 264354 264000 229714 1 1
org 1 58 58 21.8 21 381592 53.525 1.307 498168 498000 451727 2 1
equ 1 48 48 21.8 21 678021 95.119 1.252 847661 847000 731509 0 1
ore 1 68 68 22.1 22 197033 27.266 1.364 268457 268000 233243 1 1
org 1 58 58 22.1 22 387369 53.606 1.307 505710 505000 425494 0 1
equ 1 48 48 22.1 22 688234 95.243 1.252 860430 860000 742565 0 1
ore 1 68 68 23.8 23 214290 27.535 1.364 291970 291000 239772 0 1
org 1 58 58 23.8 23 420790 54.071 1.307 549341 549000 498050 2 1
equ 1 48 48 23.8 23 746631 95.942 1.252 933438 933000 840150 1 1
ore 1 68 68 24.1 24 217362 27.583 1.364 296155 296000 264946 2 1
org 1 58 58 24.1 24 426734 54.153 1.307 557101 557000 505207 2 1
equ 1 48 48 24.1 24 757005 96.065 1.252 946407 946000 816772 0 1
ore 1 68 68 25.6 25 232898 27.821 1.364 317323 317000 275783 1 1
org 1 58 58 25.6 25 456757 54.563 1.307 596296 596000 540658 2 1
equ 1 48 48 25.6 25 809343 96.683 1.252 1011840 1010000 929853 2 1
ore 1 68 68 26.3 26 240223 27.931 1.364 327303 327000 292746 2 1
org 1 58 58 26.3 26 470898 54.754 1.307 614757 614000 557169 2 1
equ 1 48 48 26.3 26 833960 96.971 1.252 1042616 1040000 937621 1 1
ore 1 68 68 27.3 27 250772 28.090 1.364 341676 341000 305418 2 1
org 1 58 58 27.3 27 491241 55.027 1.307 641315 641000 539675 0 1
equ 1 48 48 27.3 27 869341 97.382 1.252 1086850 1080000 937062 0 1
ore 1 68 68 28.4 28 262472 28.264 1.364 357618 357000 310701 1 1
org 1 58 58 28.4 28 513782 55.327 1.307 670742 670000 607954 2 1
equ 1 48 48 28.4 28 908495 97.833 1.252 1135800 1130000 1041906 2 1
ore 1 68 68 29.1 29 270000 28.375 1.364 367875 367000 328763 2 1
org 1 58 58 29.1 29 528272 55.518 1.307 689659 689000 609608 1 1
equ 1 48 48 29.1 29 933639 98.121 1.252 1167235 1160000 1070109 2 1
ore 1 68 68 30.8 30 288490 28.644 1.364 393067 393000 341738 1 1
org 1 58 58 30.8 30 563819 55.983 1.307 736065 736000 619456 0 1
equ 1 48 48 30.8 30 995238 98.821 1.252 1244246 1240000 1142436 2 1
ore 1 68 68 31.1 31 291781 28.692 1.364 397551 397000 326599 0 1
